ADD;3088;7
ADD;5798;1
ADD;1752;2
ADD;6551;1
ADD;7267;6
ADD;498;4
ADD;373;9
ADD;1577;6
ADD;3503;7
ADD;4702;3
ADD;8952;2
ADD;4079;7
ADD;3732;1
ADD;1680;9
ADD;3802;2
ADD;2539;2
ADD;4679;1
ADD;3951;4
ADD;9758;8
ADD;4187;3
ADD;7555;2
ADD;1923;5
ADD;9163;5
ADD;3817;2
ADD;4934;3
ADD;5312;5
ADD;5251;3
ADD;7139;8
ADD;7004;7
ADD;8222;3
ADD;3642;6
ADD;860;4
ADD;681;4
ADD;6332;5
ADD;6894;5
ADD;2210;3
ADD;8367;1
ADD;3959;5
ADD;9212;8
ADD;3361;4
ADD;9458;4
ADD;1196;3
ADD;1228;8
ADD;6857;3
ADD;318;3
ADD;2202;9
ADD;5840;8
ADD;3862;2
ADD;1035;4
ADD;123;9
ADD;3878;8
ADD;2378;2
ADD;8045;7
ADD;4522;1
ADD;7276;6
ADD;4567;2
ADD;9720;1
ADD;3026;1
ADD;8844;9
ADD;2344;8
ADD;4962;7
ADD;4703;8
ADD;770;4
ADD;487;2
ADD;1924;4
ADD;1315;3
ADD;6105;1
ADD;2792;8
ADD;4775;6
ADD;4572;8
ADD;8361;1
ADD;368;6
ADD;8065;9
ADD;2193;6
ADD;3276;9
ADD;7653;9
ADD;663;5
ADD;2203;8
ADD;4085;5
ADD;6400;3
ADD;6462;8
ADD;4973;9
ADD;4571;5
ADD;9880;2
ADD;8243;4
ADD;2979;7
ADD;6755;7
ADD;6267;3
ADD;6739;8
ADD;4894;4
ADD;4578;9
ADD;1416;9
ADD;8066;9
ADD;1419;1
ADD;7889;6
ADD;1324;2
ADD;7114;6
ADD;82;1
ADD;7226;5
ADD;4196;6
ADD;7578;8
ADD;2073;2
ADD;2103;3
ADD;2317;1
ADD;9962;1
ADD;2020;4
ADD;1339;4
ADD;2945;9
ADD;217;7
ADD;1557;5
ADD;3763;9
ADD;5620;2
ADD;759;2
