ADD;1914;1
ADD;1521;1
ADD;1817;3
ADD;9962;9
ADD;792;5
ADD;5021;1
ADD;4116;8
ADD;6950;9
ADD;3405;3
ADD;4752;2
ADD;7978;3
ADD;6861;7
ADD;7613;7
ADD;6852;3
ADD;4201;3
ADD;4938;3
ADD;4944;5
ADD;3142;9
ADD;4146;8
ADD;3860;5
ADD;3747;5
ADD;6143;3
ADD;6049;6
ADD;5626;3
ADD;2958;9
ADD;6214;8
ADD;8093;6
ADD;6260;9
ADD;2018;7
ADD;2907;6
ADD;952;5
ADD;3914;7
ADD;4303;8
ADD;5820;6
ADD;1741;3
ADD;3385;5
ADD;1726;3
ADD;6514;7
ADD;5784;7
ADD;8810;3
ADD;4099;9
ADD;1261;6
ADD;1264;3
ADD;9480;3
ADD;2214;3
ADD;2663;6
ADD;232;6
ADD;2224;5
ADD;5213;7
ADD;6146;5
ADD;9306;6
ADD;4023;4
ADD;2222;5
ADD;1970;5
ADD;4259;6
ADD;6748;4
ADD;8968;5
ADD;2133;7
ADD;8692;2
ADD;5094;4
ADD;5582;7
ADD;7234;9
ADD;5914;7
ADD;3512;2
ADD;7501;1
ADD;8079;1
ADD;771;4
ADD;1003;5
ADD;5804;3
ADD;999;7
ADD;5334;4
ADD;1585;9
ADD;8918;7
ADD;6115;3
ADD;8494;1
ADD;3262;8
ADD;2129;1
ADD;1472;5
ADD;9952;7
ADD;751;9
ADD;4642;1
ADD;7425;1
ADD;4097;2
ADD;9986;7
ADD;4565;2
ADD;3127;7
ADD;1895;3
ADD;5783;1
ADD;3175;8
ADD;3169;4
ADD;6271;4
ADD;7327;2
ADD;6925;5
ADD;6442;9
ADD;5364;1
ADD;7496;6
ADD;7604;5
ADD;8582;7
ADD;6513;9
ADD;4765;7
ADD;2718;6
ADD;2559;2
ADD;5768;5
ADD;172;5
ADD;3403;8
ADD;2194;7
ADD;1353;7
ADD;8073;4
ADD;8318;6
ADD;8319;2
ADD;3289;8
ADD;5270;3
ADD;3901;9
ADD;4176;7
ADD;4003;2
ADD;3074;4
ADD;9997;5
ADD;4496;3
ADD;7137;5
ADD;7871;9
ADD;9589;2
ADD;214;4
ADD;9584;6
ADD;3965;8
ADD;4383;6
ADD;4750;3
ADD;1264;9
ADD;147;5
ADD;7036;1
ADD;8742;2
ADD;6428;5
ADD;923;6
ADD;2194;9
ADD;5354;6
ADD;1668;3
ADD;1452;4
ADD;4872;7
ADD;6944;1
ADD;3115;9
ADD;5523;9
ADD;6357;3
ADD;6751;7
ADD;3457;1
ADD;5949;7
ADD;5966;2
ADD;3113;9
ADD;9670;1
ADD;1983;1
ADD;1035;1
ADD;2776;9
ADD;2144;7
ADD;8704;4
ADD;9056;3
ADD;3053;3
ADD;9721;8
ADD;1251;3
ADD;431;9
ADD;5281;8
ADD;8063;7
ADD;5961;6
ADD;7503;1
ADD;8005;1
ADD;4690;6
ADD;620;8
ADD;7324;3
ADD;3173;6
ADD;9205;4
ADD;8064;8
ADD;690;1
ADD;2015;6
ADD;9692;8
ADD;8071;5
ADD;1267;4
ADD;7174;5
ADD;6164;4
ADD;4941;3
ADD;3791;3
ADD;4006;1
ADD;2933;8
ADD;8952;3
ADD;9602;1
ADD;2888;5
ADD;7166;5
ADD;8651;6
ADD;3651;9
ADD;1431;2
ADD;3931;6
ADD;8212;3
ADD;4436;5
ADD;7691;6
ADD;8522;4
ADD;7431;9
ADD;7159;6
ADD;3958;3
ADD;6062;3
ADD;3513;1
ADD;6617;9
ADD;7636;3
ADD;2099;5
ADD;4803;7
ADD;8534;6
ADD;2257;7
ADD;5735;1
ADD;828;9
ADD;5855;2
ADD;2353;1
ADD;4315;9
ADD;9854;7
ADD;2803;5
ADD;3148;6
ADD;8304;8
ADD;7692;7
ADD;6226;9
ADD;286;8
ADD;3197;4
ADD;5656;4
ADD;1323;8
ADD;5779;8
ADD;1545;7
ADD;8810;9
ADD;8288;9
ADD;4941;2
ADD;4110;5
ADD;4077;9
ADD;190;4
ADD;7358;4
ADD;7049;9
ADD;6578;6
ADD;1961;5
ADD;3182;1
ADD;3534;6
ADD;8471;3
ADD;1496;2
ADD;5078;7
ADD;2438;7
ADD;2022;6
ADD;9796;6
ADD;4911;9
ADD;4922;3
ADD;2401;8
ADD;9375;2
ADD;6768;6
ADD;6391;7
ADD;2864;7
ADD;1792;4
ADD;5092;4
ADD;8046;8
ADD;3346;1
ADD;9394;6
ADD;4164;5
ADD;7057;2
ADD;4139;4
ADD;4730;2
ADD;2341;4
ADD;1201;7
ADD;6345;8
ADD;6082;9
ADD;166;5
ADD;6459;5
ADD;3989;4
ADD;657;6
ADD;6740;6
ADD;5807;5
ADD;1409;6
ADD;1673;1
ADD;8614;8
ADD;1757;7
ADD;7164;5
ADD;4967;7
ADD;7721;1
ADD;5828;7
ADD;9908;9
ADD;7179;9
ADD;7546;1
ADD;4684;4
ADD;5053;1
ADD;3780;2
ADD;8789;9
