ADD;502;3
ADD;397;4
ADD;8592;7
ADD;579;6
ADD;9085;2
ADD;6678;6
ADD;9940;3
ADD;764;1
ADD;8652;2
ADD;2644;9
ADD;3874;2
ADD;5362;9
ADD;3136;6
ADD;9323;9
ADD;2416;1
ADD;5235;8
ADD;532;6
ADD;6246;6
ADD;8938;2
ADD;5241;2
ADD;4600;9
ADD;800;5
ADD;9675;4
ADD;158;2
ADD;1263;9
ADD;1278;6
ADD;5536;4
ADD;894;2
ADD;8812;1
ADD;6598;4
ADD;1322;7
ADD;7308;8
ADD;9046;8
ADD;2559;9
ADD;1960;3
ADD;9172;8
ADD;4464;6
ADD;2683;8
ADD;4698;3
ADD;2466;2
ADD;8804;8
ADD;2679;3
ADD;1965;8
ADD;4594;1
ADD;5371;3
ADD;5168;5
ADD;6190;1
ADD;128;5
ADD;7611;4
ADD;6385;1
ADD;3649;3
ADD;7712;3
ADD;8693;8
ADD;2251;6
ADD;4816;9
ADD;2516;1
ADD;42;8
ADD;9543;6
ADD;349;4
ADD;5946;2
ADD;76;5
ADD;3993;1
ADD;5171;7
ADD;4666;8
ADD;8387;7
ADD;5516;2
ADD;9772;5
ADD;148;4
ADD;6787;2
ADD;6604;9
ADD;8696;9
ADD;8388;5
ADD;7478;9
ADD;5489;3
ADD;5232;2
ADD;6709;7
ADD;5712;7
ADD;3155;8
ADD;6404;8
ADD;6828;3
ADD;454;2
ADD;8409;8
ADD;8736;4
ADD;1856;7
ADD;4119;6
ADD;8709;7
ADD;744;3
ADD;4716;2
ADD;8192;7
ADD;9211;4
ADD;3221;5
ADD;314;2
ADD;9785;2
ADD;2979;4
ADD;4453;3
ADD;4145;8
ADD;5314;7
ADD;8296;8
ADD;2692;6
ADD;1157;6
ADD;1776;8
ADD;1207;8
ADD;127;7
ADD;3904;2
ADD;7708;1
ADD;3324;9
ADD;2199;9
ADD;3025;2
ADD;271;7
ADD;1338;5
ADD;8973;8
ADD;2794;4
ADD;9617;1
ADD;9920;3
ADD;4405;4
ADD;2284;6
ADD;5688;5
ADD;281;7
ADD;2577;8
ADD;5714;4
ADD;8880;8
ADD;5960;8
ADD;5839;9
ADD;4645;5
ADD;8152;4
ADD;5579;6
ADD;4628;2
ADD;1413;4
ADD;1044;8
ADD;9717;3
ADD;7155;1
ADD;1629;8
ADD;8655;8
ADD;239;8
ADD;7675;1
ADD;4680;3
ADD;8154;1
ADD;9216;4
ADD;1207;7
ADD;4849;7
ADD;3007;5
ADD;6483;9
ADD;382;1
ADD;5043;3
ADD;3975;6
ADD;8454;6
ADD;9925;9
ADD;5555;3
ADD;5156;7
ADD;1394;3
ADD;4910;7
ADD;2550;4
ADD;8295;2
ADD;222;6
ADD;8790;1
ADD;442;6
ADD;8661;1
ADD;2595;6
ADD;9566;5
ADD;467;5
ADD;3980;8
ADD;6254;6
ADD;2168;9
ADD;4067;6
ADD;9184;4
ADD;3318;9
ADD;3115;8
ADD;8740;4
ADD;7633;6
ADD;2493;4
ADD;5613;7
ADD;1385;8
ADD;3023;1
ADD;4898;6
ADD;1617;7
ADD;7712;5
ADD;7449;6
ADD;2665;4
ADD;5775;6
ADD;8521;9
ADD;5355;3
ADD;9053;7
ADD;7705;9
ADD;3044;8
ADD;8337;8
ADD;4926;7
ADD;1635;1
ADD;1389;2
ADD;289;5
ADD;410;4
ADD;3233;4
ADD;2247;5
ADD;3670;6
ADD;1880;3
ADD;3224;3
ADD;5986;8
ADD;3821;6
ADD;213;4
ADD;5997;5
ADD;1611;4
ADD;1956;9
ADD;1450;6
ADD;4428;1
ADD;2993;8
ADD;2289;1
ADD;1368;3
ADD;3107;6
ADD;9367;8
ADD;8525;4
ADD;7803;2
