ADD;2020;8
ADD;6504;9
ADD;5638;8
ADD;9676;7
ADD;8189;1
ADD;4007;5
ADD;2282;8
ADD;5678;2
ADD;3538;6
ADD;3888;4
ADD;9319;1
ADD;8742;2
ADD;5300;2
ADD;4536;9
ADD;8100;4
ADD;3763;3
ADD;1998;6
ADD;603;4
ADD;6464;7
ADD;3050;7
ADD;9923;9
ADD;2289;1
ADD;8052;8
ADD;4160;6
ADD;761;2
ADD;4599;6
ADD;7470;9
ADD;6558;6
ADD;3197;5
ADD;7340;1
ADD;2418;5
ADD;2998;6
ADD;2951;1
ADD;2052;7
ADD;7043;5
ADD;7232;1
ADD;3740;7
ADD;9172;1
ADD;651;9
ADD;4963;7
ADD;2962;3
ADD;4655;8
ADD;6067;7
ADD;6367;2
ADD;2306;6
ADD;2142;6
ADD;7974;9
ADD;722;7
ADD;322;8
ADD;1922;3
ADD;1038;7
ADD;5914;7
ADD;1838;1
ADD;8150;4
ADD;9999;6
ADD;5481;8
ADD;5839;1
ADD;6558;7
ADD;1348;7
ADD;2751;6
ADD;9795;5
ADD;1541;2
ADD;1613;3
ADD;277;9
ADD;6616;9
ADD;882;4
ADD;4515;9
ADD;4013;7
ADD;3463;2
ADD;422;6
ADD;8440;7
ADD;9587;4
ADD;6037;5
ADD;6184;2
ADD;2234;4
ADD;4202;5
ADD;5408;7
ADD;1381;8
ADD;1169;8
ADD;2120;6
ADD;7018;4
ADD;7020;1
ADD;1378;6
ADD;1049;7
ADD;7943;4
ADD;9883;2
ADD;8954;1
ADD;2245;4
ADD;8780;4
ADD;5540;7
ADD;8945;1
ADD;4626;4
ADD;8648;3
ADD;4538;4
ADD;9245;4
ADD;765;6
ADD;1240;7
ADD;961;5
ADD;1983;2
ADD;621;7
ADD;5061;8
ADD;7890;2
ADD;3140;9
ADD;590;3
ADD;146;7
ADD;2934;7
ADD;9035;6
ADD;8189;4
ADD;6730;1
ADD;664;8
ADD;2549;6
ADD;5402;9
ADD;795;8
ADD;9569;3
ADD;9953;2
ADD;5866;8
ADD;2277;4
ADD;612;7
ADD;5473;2
ADD;7335;2
ADD;495;7
ADD;7872;7
ADD;2575;5
ADD;377;7
ADD;372;5
ADD;6861;4
ADD;4049;5
ADD;6708;2
ADD;208;5
ADD;785;6
ADD;8050;9
