ADD;4874;5
ADD;7888;3
ADD;7606;3
ADD;7138;4
ADD;1897;9
ADD;1195;8
ADD;3293;5
ADD;1037;9
ADD;8961;3
ADD;6465;4
ADD;755;6
ADD;1732;4
ADD;3460;5
ADD;6577;9
ADD;7896;6
ADD;1156;7
ADD;8495;5
ADD;8485;6
ADD;7702;5
ADD;1305;3
ADD;8258;6
ADD;8468;1
ADD;4681;9
ADD;8179;4
ADD;2855;1
ADD;3022;1
ADD;7501;9
ADD;5591;5
ADD;175;8
ADD;9275;4
ADD;7040;6
ADD;4005;7
ADD;4221;6
ADD;4800;4
ADD;1278;2
ADD;4686;4
ADD;185;4
ADD;2668;5
ADD;2659;1
ADD;1672;3
ADD;7073;4
ADD;2287;3
ADD;2611;2
ADD;7117;4
ADD;1627;9
ADD;4020;6
ADD;1570;5
ADD;7365;3
ADD;2096;5
ADD;877;7
ADD;9850;1
ADD;4490;8
ADD;8716;2
ADD;6482;5
ADD;9586;8
ADD;1635;6
ADD;4428;4
ADD;2816;1
ADD;3381;4
ADD;1406;1
ADD;9489;7
ADD;6838;4
ADD;3449;7
ADD;13;8
ADD;9532;8
ADD;500;4
ADD;8034;4
ADD;1000;9
ADD;3729;9
ADD;1290;1
ADD;8798;8
ADD;3139;4
ADD;8426;3
ADD;1847;5
ADD;9051;4
ADD;1561;7
ADD;260;1
ADD;2764;1
ADD;4183;3
ADD;2418;5
ADD;5248;1
ADD;4680;4
ADD;9488;7
ADD;1614;3
ADD;6324;3
ADD;9696;1
ADD;8990;7
ADD;9929;8
ADD;1954;4
ADD;2388;4
ADD;6611;4
ADD;2710;3
ADD;3928;9
ADD;2161;9
ADD;2997;6
ADD;4990;9
ADD;9077;1
ADD;4690;6
ADD;8512;3
ADD;3365;1
UPDATE;481;4644;8
UPDATE;173;9060;8
UPDATE;664;2596;2
UPDATE;800;5183;4
UPDATE;803;7892;4
UPDATE;618;6530;5
UPDATE;66;9526;8
UPDATE;220;9352;1
UPDATE;491;4042;7
UPDATE;45;1928;3
UPDATE;485;4298;9
UPDATE;807;7240;6
UPDATE;58;9182;7
UPDATE;678;5094;5
UPDATE;283;6535;2
UPDATE;809;3487;6
UPDATE;334;1714;8
UPDATE;737;4931;6
UPDATE;25;982;7
UPDATE;427;5544;6
UPDATE;751;9689;8
UPDATE;148;5375;9
UPDATE;655;7275;1
UPDATE;778;7168;7
UPDATE;349;1663;6
UPDATE;215;9212;7
UPDATE;776;5142;2
