ADD;519;6
ADD;5075;3
ADD;786;7
ADD;1415;2
ADD;747;5
ADD;8159;4
ADD;5225;2
ADD;8267;4
ADD;3347;2
ADD;5330;8
ADD;113;6
ADD;3482;3
ADD;5095;8
ADD;9998;1
ADD;8549;6
ADD;2953;2
ADD;7551;6
ADD;7103;2
ADD;757;1
ADD;1325;9
ADD;1248;4
ADD;112;8
ADD;2345;6
ADD;6705;1
ADD;1643;9
ADD;3824;1
ADD;5963;6
ADD;1261;4
ADD;7024;9
ADD;7787;9
ADD;5214;1
ADD;9386;3
ADD;1932;9
ADD;2684;5
ADD;6588;3
ADD;7355;3
ADD;5073;3
ADD;9054;8
ADD;9008;8
ADD;6272;2
ADD;9376;4
ADD;5571;1
ADD;8982;9
ADD;9562;1
ADD;9672;3
ADD;4743;9
ADD;1254;5
ADD;9234;7
ADD;2200;1
ADD;9038;4
ADD;7508;3
ADD;9787;5
ADD;5442;3
ADD;4745;2
ADD;6183;9
ADD;8265;4
ADD;2695;9
ADD;4063;1
ADD;3832;5
ADD;2430;3
ADD;4139;8
ADD;9972;8
ADD;2884;6
ADD;1742;5
ADD;2707;6
ADD;7035;6
ADD;8755;1
ADD;5959;1
ADD;7246;2
ADD;1811;9
ADD;3303;3
ADD;2153;1
ADD;8658;3
ADD;2420;6
ADD;3005;7
ADD;7576;4
ADD;3604;6
ADD;5699;5
ADD;9919;5
ADD;4734;5
ADD;9802;6
ADD;6004;5
ADD;175;8
ADD;5918;4
ADD;5831;5
ADD;2432;7
ADD;2552;3
ADD;8294;4
ADD;3963;3
ADD;3700;1
ADD;5563;7
ADD;7274;4
ADD;406;2
ADD;7235;1
ADD;3579;5
ADD;4532;4
ADD;6902;3
ADD;5103;2
ADD;5663;2
ADD;6079;9
ADD;1914;5
ADD;2209;1
ADD;4676;8
ADD;5675;7
ADD;2798;3
ADD;7188;8
ADD;2232;5
ADD;9108;9
ADD;600;5
ADD;4544;9
ADD;3059;3
ADD;724;6
ADD;1194;1
ADD;7037;5
ADD;11;2
ADD;9931;6
ADD;3208;5
ADD;9553;6
ADD;4224;8
ADD;9685;1
ADD;6184;4
ADD;6964;7
ADD;4500;4
ADD;4217;3
ADD;7162;3
ADD;2442;5
ADD;9417;6
ADD;1763;6
ADD;2155;6
ADD;631;3
ADD;3497;2
ADD;7253;6
ADD;5865;3
ADD;7751;6
ADD;3617;1
ADD;275;7
ADD;7474;9
ADD;2963;1
ADD;8056;6
ADD;238;7
ADD;7521;6
ADD;7020;9
ADD;7425;8
ADD;714;1
ADD;9164;2
ADD;4908;7
ADD;6652;2
ADD;948;5
ADD;551;3
ADD;5770;7
ADD;9300;3
ADD;8714;4
ADD;6446;4
ADD;1913;3
ADD;8856;6
ADD;1303;6
ADD;7992;5
ADD;4899;8
ADD;8688;3
ADD;6578;2
ADD;121;8
ADD;2096;3
ADD;6811;9
ADD;2455;8
ADD;6489;5
ADD;3111;9
ADD;7433;7
ADD;5727;9
ADD;5084;5
ADD;9963;8
ADD;2953;7
ADD;1901;9
ADD;2754;2
ADD;7943;2
ADD;5575;1
ADD;876;6
