Employee_ID;Salary;Department
7214;6118;6
2601;1811;7
5649;8245;6
6571;7094;3
3356;4577;7
4230;1239;2
8751;2095;2
1235;6894;7
9474;1422;1
1971;1694;4
2874;2707;6
5275;1996;4
5129;2276;1
5203;7121;1
1029;3320;5
5004;8707;1
208;2413;4
8115;8570;1
9883;5258;2
8395;6430;7
444;4751;5
8354;3157;5
2146;7218;6
5490;3066;4
9857;3325;4
6347;4163;1
3371;4479;7
7024;7610;4
9816;7024;1
8542;7928;5
7321;3206;5
7656;4240;5
7149;2661;7
8476;3286;3
109;4900;3
6131;6456;6
5063;3267;6
4938;6906;5
6470;7837;3
8303;3194;3
2725;4995;6
6494;8143;1
4525;4504;7
8144;3168;4
3881;3941;1
884;3676;6
7815;7192;1
8326;7676;4
9750;1108;3
6706;4685;5
6044;1040;6
9888;2383;7
4763;7099;4
1240;1343;1
5968;3694;5
5808;7770;1
2451;6224;7
344;4242;2
5994;7512;3
8332;3318;4
2902;8263;4
6194;1673;1
8330;7523;7
6967;2061;4
187;3874;5
9977;7553;7
439;1201;6
7434;4972;2
4028;4032;4
4757;3125;7
7033;3595;5
5476;4120;1
4285;1724;4
8087;3698;6
7093;4701;1
9087;2452;6
917;6285;3
8877;7199;7
8703;3101;2
9101;6960;3
4585;1800;2
8347;6102;3
9233;3542;4
3990;7184;3
3558;2858;1
3907;5558;6
8323;3750;5
646;8282;6
5706;3384;2
4001;7408;1
4883;8339;1
1648;6621;7
2396;4677;7
3210;2517;6
3859;2738;2
2967;6976;7
7267;3754;1
2733;5739;4
37;3560;7
3906;6399;4
6013;4597;5
8490;4317;4
3261;3564;7
3073;6743;6
1497;3884;7
1269;1274;3
3530;7505;3
4632;3570;7
7553;6256;1
5173;4445;1
8770;2123;3
1133;1672;7
5466;6393;6
322;8117;6
3880;6705;4
8567;3280;7
7296;2298;7
7748;2492;2
1793;2459;4
3066;1211;1
5623;8411;2
976;2758;7
8081;8807;6
2389;6892;2
4505;7102;6
438;3861;1
200;4921;7
3994;3752;1
817;6151;7
2364;1090;4
2975;6400;4
7406;8568;3
5624;6320;5
4914;4128;6
556;5268;7
9840;3187;1
5116;3663;7
6342;1233;5
807;6586;3
9133;2815;5
6554;3696;2
6822;7229;2
1979;7442;3
8779;3568;3
5344;3222;1
9160;2511;3
9671;3619;4
9967;4545;1
5109;4726;3
7562;3260;7
3375;6427;5
1242;1744;2
2227;3735;2
490;3570;7
5977;6909;7
6663;7377;2
5406;6480;2
6833;8479;4
9598;3198;2
5564;1482;3
3733;3420;4
1616;4892;7
5973;5128;2
4136;3927;2
4997;2846;3
5577;3204;1
7059;3374;4
9589;6817;4
4946;7844;2
2199;3266;4
8904;3477;3
7854;4019;3
662;6369;7
1704;5993;7
7305;8207;7
4150;4932;6
4334;8403;4
754;2864;6
5217;7441;2
9864;5026;1
671;2158;3
5379;6051;6
718;2339;6
5909;4639;5
3708;5194;7
4951;6477;2
744;4232;4
4037;6466;2
6668;4742;3
4945;8582;7
6787;5139;3
836;4036;7
907;8511;5
7651;3364;3
8003;8555;5
8532;3195;6
2962;8574;4
298;3112;5
2330;8296;2
4835;5741;6
6688;1902;5
2366;6408;7
2117;7048;7
8951;3100;2
1661;3698;7
2371;5095;7
4254;8124;6
1522;8162;6
1249;3960;7
5127;7445;4
1638;5392;7
9436;8353;2
1365;6798;5
4;2368;1
8078;6659;2
7036;2148;2
672;5395;3
4687;6345;1
9435;8442;4
8629;3722;5
8372;4325;6
7023;8786;7
9152;1199;6
7123;5819;3
6108;6199;2
2423;8954;1
6417;5552;1
5105;3428;3
5343;5616;3
5622;2145;1
3551;2201;5
9090;8215;1
8682;1187;3
6881;4506;3
288;8480;7
3452;2255;7
728;3778;7
5934;5793;2
6874;8207;5
9552;5539;5
5892;6092;3
8648;7726;3
1870;5757;5
7862;2537;3
4726;7750;2
2273;1933;6
5099;3801;7
164;5296;4
5961;7343;4
1000;1286;4
2875;8094;2
8652;7539;2
1344;2616;6
617;6211;7
9542;6542;4
8706;7518;1
2319;3230;7
7316;4536;6
9772;1497;3
9281;7181;1
9199;8459;2
9395;1278;7
4245;8717;6
9468;7113;2
9903;1409;2
2602;5651;5
3798;8508;6
9010;8427;4
4143;6006;6
7303;1324;4
8849;3921;5
4220;4748;7
2916;7124;1
5680;4115;5
9314;5838;4
4047;7219;4
9239;6612;5
5070;3069;3
9625;3419;1
3493;2323;1
6959;8770;1
1896;4230;7
5668;2952;7
577;3275;5
9356;6378;5
3834;4009;2
6982;3827;7
7043;4410;4
7676;4496;7
3701;1077;6
4321;1128;7
2927;6068;1
9571;7226;4
9961;3479;2
1835;8422;7
7941;6452;4
9282;7517;2
3550;7980;6
6876;6125;4
1013;5583;6
5306;4254;5
1288;7757;4
6458;8094;1
7588;3719;2
8672;2015;5
239;7073;6
7085;6569;6
4602;8828;6
6137;4595;2
1058;2947;7
770;5215;2
7487;7317;4
4365;6242;4
6637;5185;1
9545;3704;7
5338;5378;1
7602;2923;2
3607;5238;1
7319;1450;2
7018;1753;2
8119;8434;4
8989;6337;7
2447;6678;2
2185;1639;2
6212;3126;5
7707;2788;5
1608;3309;5
9982;8948;5
4847;6672;4
3223;3573;2
9743;1478;3
6385;7696;2
2381;8138;5
3890;1347;6
6985;7435;5
7101;3097;5
8018;4405;6
5521;3803;3
9736;3125;6
7811;3940;6
3775;2070;1
3823;2085;2
3290;7572;6
6290;5774;5
9879;8023;7
8634;3638;6
4580;1390;4
9714;1119;5
689;5145;5
4838;3272;5
293;6313;5
9537;3480;3
4572;1713;3
5022;8083;2
4885;3309;4
7867;4973;3
5047;3659;3
3531;6735;2
1611;8781;1
85;2125;6
2659;4213;3
406;7905;1
3971;8561;7
5582;2236;5
2600;6073;6
3110;5531;7
3127;6575;2
2766;3858;3
3511;4545;1
5464;1772;2
1562;6159;6
186;7776;5
3414;3529;3
4085;4576;1
774;5229;7
3767;2732;5
8618;8138;7
7495;4899;3
5606;6643;1
1773;5144;3
9954;7677;1
9477;5287;5
8883;1356;4
9972;2103;1
1462;6746;4
3743;4441;2
8725;5225;1
2260;8759;4
9704;8663;5
2556;7771;3
5561;5199;6
6776;3593;7
7821;3549;4
4379;1144;6
1369;2274;5
8830;7997;3
2131;2617;5
5663;8482;6
932;6407;3
6989;2367;3
3675;7832;2
2286;5636;2
1973;3071;1
6898;4721;6
3759;4096;5
9027;2876;3
4102;6772;4
5015;7036;1
3133;6082;3
7224;4027;6
2085;2218;1
936;6547;1
1899;6183;1
4274;7874;2
3534;5120;3
1247;2369;6
4179;3632;1
7031;6032;5
8671;1083;5
6311;6982;3
6895;2159;5
6039;1293;1
9111;4972;7
1705;8589;5
1378;6087;4
8965;1188;2
