Employee_ID;Salary;Department
4907;1385;5
2657;2132;3
2277;5211;4
4084;1359;7
4002;5010;2
4641;5998;7
1963;7636;2
1579;6441;4
1411;4055;3
2668;8478;7
622;5431;7
3164;1325;6
1477;4438;6
4932;1580;3
1988;1424;2
2233;6171;1
2162;8826;7
37;3560;7
2386;4480;1
4949;4149;4
2156;1250;4
1609;4500;2
4217;6670;3
1102;7215;3
4283;7122;2
3893;6914;3
2155;3861;4
4648;1973;2
1118;3762;3
996;7614;3
1729;6827;2
2012;1931;3
4793;7022;5
830;7185;1
874;1267;6
3296;6025;6
4835;5741;6
1481;2656;1
3031;7925;2
906;5389;4
2718;4096;7
3142;5806;7
2346;6601;2
3907;5558;6
1399;1491;5
3531;6735;2
4870;1308;3
3113;4977;3
3982;6207;3
667;3732;5
2872;5308;3
418;5611;2
4435;5689;5
2559;7927;2
72;1868;7
2857;6933;7
3371;4479;7
4390;4920;5
4509;6157;3
416;7520;2
503;6080;2
3827;1412;5
1178;6472;3
183;7812;7
1086;1325;7
4742;8232;6
3529;8882;4
1516;7793;1
1467;3644;2
1177;3081;6
3166;2238;3
3585;1096;1
480;1617;6
1928;8968;7
3751;8745;7
3293;4917;4
1616;4892;7
1718;4477;2
106;4428;7
537;5802;2
2485;3525;4
298;3112;5
2643;6722;1
4958;3186;7
1793;2459;4
3343;3004;7
4822;5650;7
75;1102;2
4682;5671;6
415;3657;1
1526;4188;4
3980;4557;6
3802;1682;2
1589;7311;4
4107;5562;5
1872;5685;4
2839;2818;4
1462;6746;4
4047;7219;4
4638;6727;1
1756;8108;4
2863;3771;5
433;8427;2
2197;1989;3
1967;8248;7
3638;6780;3
2888;7797;5
4124;6495;4
3950;8211;5
2103;7038;6
913;7291;3
3220;8626;3
1275;8629;2
1425;2783;2
745;8361;5
2564;5361;4
1235;6894;7
3612;1566;4
4830;2549;3
4021;6262;4
1535;8923;5
4887;7583;7
742;4367;5
4946;7844;2
1808;6488;4
3022;2904;1
1320;7874;3
2370;6976;5
4781;2891;3
4551;4762;1
3834;4009;2
150;1824;7
4399;5813;2
3388;4421;4
3974;1370;1
2308;2020;2
3753;4583;3
993;4265;1
4039;4055;2
428;8941;3
4738;2334;7
107;4277;7
817;6151;7
598;7279;5
1513;8934;1
1713;6551;1
952;3884;3
189;4565;1
2801;1942;3
1681;7346;3
4702;7083;2
4093;7171;2
1004;7745;4
1098;7282;5
3473;7093;5
651;8725;5
4068;8502;4
188;3898;7
2650;8069;6
1167;6213;4
3454;1083;4
669;7113;2
3470;6923;1
3944;8468;1
271;7714;1
3535;8170;7
4820;6852;5
4133;3466;1
4097;1154;1
4662;3900;4
4430;1157;2
2050;1639;4
4731;3232;5
3201;3045;6
950;5828;5
3647;1706;5
722;5503;4
3193;8002;7
2145;6441;4
1523;3449;4
4467;1501;5
4275;6566;4
4942;2708;7
4868;5065;6
2037;7767;3
2332;5913;6
2286;5636;2
938;7451;6
606;3420;4
2509;7493;1
317;6287;5
1781;2096;3
4625;8898;5
2686;8162;7
789;8300;5
221;6013;2
824;4194;4
4126;2026;6
1147;6832;7
4055;8926;6
1171;6007;3
4417;6279;4
2627;4072;4
2824;5650;2
1012;1968;5
3156;7878;7
1737;1261;7
4806;3197;2
4861;1455;7
1300;7119;4
1398;8576;3
151;4175;6
2478;2152;4
2599;6572;4
1357;6860;4
679;1566;3
4564;7045;3
1674;1434;3
3846;4361;1
3929;2636;6
4014;8219;4
1070;4334;1
1396;3818;1
4530;3612;1
4772;2999;6
4221;7732;4
4247;2835;3
340;1928;2
2601;1811;7
563;1211;2
774;5229;7
3628;1892;4
1946;1021;5
3063;7933;5
750;4364;5
4800;8632;5
623;8325;4
3382;4752;1
1582;4952;2
3756;1352;3
2957;2539;7
4722;5400;5
1182;1174;1
2904;6643;6
1514;5627;1
2040;6947;4
947;2733;7
638;7800;5
3028;6094;1
1596;7261;3
1468;7154;2
3474;5345;3
3035;6110;2
1428;3191;1
133;3332;4
2067;1006;6
4212;6175;1
3397;8214;7
3556;3917;4
247;3181;4
3092;7591;1
1643;8078;1
2414;2378;4
2614;8426;2
1587;5432;3
3705;8710;3
254;1437;5
2693;3270;4
3661;7715;3
1990;4565;3
1595;4462;1
4382;3651;6
4117;3714;7
100;7744;7
2396;4677;7
3389;2858;4
1740;8648;1
4998;8655;5
2645;5628;2
2167;4760;3
3308;7205;6
4477;5681;1
2086;1563;5
1636;2767;4
2369;6838;1
1555;1440;2
2078;7104;1
3049;7121;1
1364;2079;1
3530;7505;3
1856;8856;4
2163;6596;1
1286;2489;1
1368;7354;6
4892;8746;6
4300;3360;6
3800;5752;6
76;7767;7
972;1358;7
3173;6917;7
1567;6811;1
4032;5828;3
696;8116;6
2410;6138;6
543;3626;4
4828;7432;2
1090;2861;3
3507;3267;6
4344;4805;3
2249;5155;3
4505;7102;6
768;7681;3
162;4457;5
878;6935;4
3993;3108;6
3598;5310;4
1078;3979;3
3231;5275;4
709;8409;5
4741;3477;3
3651;2123;1
2153;3688;3
3978;6979;1
626;2168;7
3486;4776;7
50;2905;5
3445;6509;3
3748;6665;7
1410;3716;3
2750;5043;4
96;4255;2
493;3034;1
3003;3954;3
3202;6011;1
578;7425;5
2110;8692;3
