Employee_ID;Salary;Department
817;6151;7
752;1142;1
440;1200;7
521;6368;7
408;7976;1
793;2794;7
487;3673;1
502;1379;3
820;6075;5
464;1676;4
410;2585;1
321;3289;2
889;7815;6
302;7392;7
606;3420;4
235;6382;5
236;1069;2
143;7251;7
267;7116;4
468;2309;5
882;6907;4
473;1949;6
458;1758;6
520;3724;3
245;8439;6
781;3626;4
896;2312;2
55;6769;5
742;4367;5
441;7270;5
124;7124;3
115;1628;5
353;7775;5
731;1671;4
598;7279;5
46;1509;2
725;1050;5
769;8603;1
971;6542;6
48;3530;4
455;4190;3
299;8225;7
574;4636;6
532;5711;6
241;8799;7
329;5430;4
265;8549;2
988;7839;6
608;6705;5
155;8795;5
848;5178;4
919;2487;6
224;8069;5
52;3933;1
540;5826;4
636;7174;3
113;1079;6
576;7471;7
486;8078;6
569;1478;5
942;6810;7
972;1358;7
312;2584;3
855;6837;7
524;2097;4
696;8116;6
304;4430;3
627;5511;5
175;7416;3
633;2100;7
161;5005;4
496;1019;6
332;8111;6
753;3674;2
256;4598;1
105;4064;7
5;6945;3
732;3150;3
707;7715;4
968;8683;6
709;8409;5
930;4227;7
541;5302;3
986;8220;5
463;5931;7
264;1872;1
859;4140;5
816;3376;2
878;6935;4
158;7607;2
367;2282;1
110;5031;2
885;3926;2
363;7259;4
266;3847;2
891;7929;1
356;2399;1
950;5828;5
544;2891;3
252;6477;5
619;7700;5
185;2802;7
856;7888;1
704;4640;3
557;7640;5
539;7827;2
945;8585;7
834;7376;4
474;2343;4
600;3283;5
49;3228;2
323;1948;3
412;7561;7
851;7099;2
340;1928;2
451;1681;2
80;5095;3
489;7174;3
360;1777;6
902;7139;2
399;2953;2
4;2368;1
866;4572;5
998;7338;7
535;3340;3
751;8254;3
960;4022;7
296;2167;5
42;4062;7
643;3733;5
957;1309;1
922;7945;6
939;7889;6
617;6211;7
318;5393;2
404;4784;1
370;4237;6
665;6768;6
391;3497;4
671;2158;3
26;5177;3
289;5415;2
20;1132;5
74;4830;1
45;2204;1
797;6689;4
764;2037;6
43;4626;1
929;8534;5
699;6809;7
208;2413;4
956;2534;1
490;3570;7
139;7119;7
514;1471;5
551;2565;6
169;5060;3
257;8616;5
868;8615;2
272;5226;6
925;3552;3
983;1708;2
78;2984;5
60;8358;3
596;1573;2
324;4371;5
333;8854;3
41;7629;4
832;5598;4
189;4565;1
150;1824;7
712;1056;5
438;3861;1
990;3525;3
645;8772;1
994;1162;2
347;2198;4
863;6588;7
757;1847;4
395;3784;7
750;4364;5
218;7493;4
928;7362;3
25;7693;7
34;2282;2
183;7812;7
650;5663;7
591;1682;7
737;3608;3
592;2135;6
1;4677;7
343;5387;4
924;6933;7
230;1211;6
528;1912;7
15;2038;7
286;8887;3
204;7277;3
311;1406;1
234;2021;4
618;5409;6
494;7154;2
611;5160;1
761;5497;6
641;4744;7
478;5307;4
437;7769;1
406;7905;1
209;7274;3
210;2165;3
798;2690;7
959;4638;2
985;8545;1
837;2994;6
172;2913;3
79;5055;2
160;7278;1
573;7269;1
803;7299;7
894;8750;6
864;8767;2
366;3332;4
298;3112;5
626;2168;7
954;1783;7
970;1928;5
471;8575;3
622;5431;7
967;3601;4
382;7626;5
285;8899;2
552;7476;2
515;8339;1
444;4751;5
100;7744;7
664;4315;1
194;3959;1
736;4917;2
961;4198;3
345;3485;3
759;8187;3
501;8669;4
773;6918;3
976;2758;7
11;1448;6
101;1491;1
483;7013;3
604;2747;3
87;6358;7
83;3648;6
782;5055;1
405;1380;2
401;8455;4
900;5803;5
84;1445;4
794;5424;6
238;4699;2
39;1456;5
446;4232;6
705;7621;3
715;8691;3
504;2062;7
247;3181;4
187;3874;5
603;3451;5
610;3946;2
940;5066;5
66;3698;2
414;4957;1
436;8623;1
692;5478;7
810;8570;6
354;3401;5
716;7461;2
995;5119;4
198;2410;1
50;2905;5
95;1480;1
669;7113;2
875;1524;2
523;5944;4
663;3857;6
962;2001;5
461;7153;1
584;5913;1
741;3562;2
376;4201;1
529;7147;4
819;6030;5
319;2035;1
246;4990;7
293;6313;5
453;3346;1
906;5389;4
398;6739;1
71;5914;3
397;8792;1
830;7185;1
309;5957;5
586;8211;7
98;5606;4
568;5679;4
836;4036;7
157;2564;3
947;2733;7
38;4394;7
205;2992;5
164;5296;4
533;6415;7
566;4812;1
427;8712;2
883;7867;6
305;2713;6
380;6248;1
240;4066;4
146;3687;1
394;6126;1
996;7614;3
657;3655;4
415;3657;1
717;6642;6
992;6675;7
151;4175;6
86;7854;6
359;1399;4
141;5927;7
984;1561;7
352;5106;2
214;5934;3
423;2214;1
485;8343;5
867;7914;4
771;5416;4
327;7811;4
188;3898;7
812;1756;3
341;7668;7
268;3608;2
979;2520;3
181;1940;2
667;3732;5
67;6115;4
280;2014;6
616;1096;7
145;4821;7
503;6080;2
47;6619;3
411;7841;5
251;5441;5
462;7411;2
511;5775;3
148;1715;6
522;3965;2
75;1102;2
349;1103;3
88;8611;1
117;4705;4
334;3501;3
19;6451;2
342;5160;4
58;3454;3
765;5048;2
182;1410;5
320;5067;5
813;4915;1
846;5804;1
744;4232;4
762;7406;5
202;7481;3
258;2942;4
691;1605;3
432;4398;6
914;2534;4
815;6129;7
659;6705;4
695;2824;3
886;7519;5
517;2719;1
2;8737;7
452;3115;4
888;4683;2
719;5722;5
3;4527;4
118;3187;1
392;5706;1
13;1717;6
909;5948;3
422;3701;2
558;6032;1
476;3738;6
292;6926;2
907;8511;5
507;5288;3
550;1560;4
122;3441;2
315;3290;6
497;5167;2
910;8364;4
879;8946;2
564;3082;4
81;8312;6
109;4900;3
10;4967;5
386;8915;4
428;8941;3
729;7810;2
758;7843;6
843;3119;1
920;1370;3
582;7338;5
201;8318;3
297;2115;2
978;3160;1
915;3087;5
288;8480;7
54;2003;1
862;5807;5
470;6460;3
491;7321;6
649;8231;6
73;6755;6
849;4417;2
786;3010;2
219;1314;3
387;7562;4
548;8050;2
549;8622;4
860;2152;1
176;7802;1
656;5337;7
361;6002;5
670;7204;2
229;7392;1
445;1222;7
921;5673;7
824;4194;4
22;6349;7
36;4217;2
509;6713;1
253;8948;7
720;4604;7
418;5611;2
806;6299;6
683;8192;3
368;5930;2
931;2948;4
828;3469;6
338;1169;3
166;6905;5
