Employee_ID;Salary;Department
807;6586;3
1455;8531;4
84;1445;4
728;3778;7
1381;7530;4
2731;5269;7
2391;8170;1
1039;7213;2
816;3376;2
697;2456;5
2274;3715;1
1614;7394;3
95;1480;1
2799;2329;1
1263;4437;5
2720;1469;7
772;8803;3
830;7185;1
1905;3379;1
114;4813;2
323;1948;3
1307;7854;7
2716;3145;5
2703;2216;6
924;6933;7
2010;6900;5
28;1019;1
1543;3363;5
1500;8875;7
493;3034;1
198;2410;1
223;3065;3
1622;6753;3
1710;3839;6
267;7116;4
260;3276;7
1494;6694;1
2614;8426;2
1537;4517;5
49;3228;2
1658;8404;5
1124;4335;2
2325;4471;3
2377;3559;5
437;7769;1
238;4699;2
833;2376;4
835;7602;1
2694;8197;5
1606;2059;5
193;6145;4
5;6945;3
1206;2613;5
37;3560;7
831;3021;6
2195;1869;5
395;3784;7
280;2014;6
782;5055;1
1571;7403;5
1504;3171;2
913;7291;3
2663;8000;4
1623;1981;7
2789;5943;3
822;5099;3
2309;4747;4
1792;4244;7
2824;5650;2
2726;6901;4
2529;8266;4
583;2129;3
2916;7124;1
373;4625;5
2204;8733;2
2819;5175;7
586;8211;7
2545;2006;3
795;3066;5
185;2802;7
533;6415;7
516;5964;3
1060;2066;3
2858;3876;6
1478;7703;1
2611;7054;3
1624;5067;4
2966;6024;7
2250;4007;1
2568;6306;4
1763;8193;5
2647;7192;4
1301;2733;1
1967;8248;7
1995;4249;5
2432;5005;7
500;8739;2
1323;5523;4
1366;8640;7
1464;5174;6
2668;8478;7
445;1222;7
2183;7708;5
2271;6682;1
464;1676;4
1182;1174;1
2649;5887;4
2420;2399;5
1433;4988;2
2405;8555;1
2370;6976;5
2590;5548;6
2900;6311;3
101;1491;1
620;6537;6
2642;4139;4
724;8772;2
54;2003;1
1510;8751;5
2261;2894;4
1550;2049;5
750;4364;5
134;6209;4
585;8924;7
2308;2020;2
387;7562;4
683;8192;3
435;2440;2
685;3488;4
2998;3291;4
1132;5486;1
1649;2174;3
2077;2300;7
970;1928;5
713;1694;3
2187;1136;1
489;7174;3
1235;6894;7
573;7269;1
2053;7795;4
695;2824;3
1804;4470;7
467;5990;3
2945;3821;6
1762;1737;6
2041;1949;2
1065;2736;1
2822;5857;7
2390;6472;2
802;8853;7
334;3501;3
2532;7619;7
1456;6450;7
2018;1344;6
2409;5345;2
2382;4198;6
1055;4838;6
2257;1272;6
1747;3165;3
548;8050;2
882;6907;4
1281;4107;4
1695;1357;3
1026;8077;5
1050;5197;4
2882;4419;1
2452;5723;1
1813;8202;5
1053;1779;4
341;7668;7
2292;6409;3
2036;3921;2
2996;2446;7
2403;5900;4
563;1211;2
1449;7879;5
1454;7304;3
1444;7645;7
879;8946;2
1821;7524;2
1183;4692;2
1598;5613;5
2583;7452;4
1144;4593;3
1583;5940;1
578;7425;5
927;2135;7
308;3218;2
1545;1727;5
1089;2619;7
904;6745;2
2707;4299;2
656;5337;7
219;1314;3
2062;6272;1
609;1666;7
215;1130;5
2399;4907;3
2179;8142;3
939;7889;6
13;1717;6
587;5777;1
2367;3494;6
2888;7797;5
2780;5627;2
1855;8972;6
2885;1173;7
1251;4776;2
187;3874;5
2419;5237;7
2297;7851;6
706;7418;5
1195;4625;4
1083;5903;7
1875;8367;7
1741;1635;6
755;6742;3
2817;2207;6
2428;1568;4
2371;5095;7
1148;2981;6
2421;8390;3
2416;4710;2
169;5060;3
2227;3735;2
752;1142;1
2989;4148;6
2314;4588;7
91;7443;4
1700;6874;7
259;7859;2
2268;7096;5
2505;1395;3
313;5602;1
616;1096;7
2301;5113;5
1674;1434;3
1547;1400;3
2669;4750;5
645;8772;1
301;4442;7
224;8069;5
837;2994;6
166;6905;5
1128;8154;7
1269;1274;3
2258;5080;2
2917;8501;4
2153;3688;3
746;1279;1
995;5119;4
540;5826;4
2336;7653;3
2634;4486;2
2554;4359;7
2928;3595;1
2909;3372;7
758;7843;6
2039;3656;4
2121;2937;1
1441;3795;3
2340;2200;7
2406;1093;1
1491;7417;5
2093;3302;6
1339;2931;4
1184;2479;2
1549;3637;3
374;5823;3
1191;4808;6
332;8111;6
1155;2612;6
1338;7987;3
425;8238;4
2287;5880;3
525;3839;3
167;6572;3
1371;8540;3
2277;5211;4
1046;8158;6
81;8312;6
972;1358;7
1739;8267;2
669;7113;2
1601;5214;1
2262;4639;2
735;1046;7
636;7174;3
1742;3862;3
2670;5687;3
1872;5685;4
1664;6603;2
326;7295;4
34;2282;2
2236;6165;2
1154;8999;7
743;6063;2
372;6934;3
761;5497;6
1204;3208;4
2672;8634;4
2813;4987;3
1573;3861;2
1316;4992;3
2200;6316;1
1544;6482;6
1393;5827;7
2736;2667;7
1588;4785;1
660;7445;2
1864;1834;3
170;3229;2
138;8223;1
1515;1778;1
2085;2218;1
2891;6990;4
917;6285;3
872;6505;5
1131;6464;2
2596;5999;2
1654;3221;4
2066;6975;1
1074;8430;1
1621;1669;3
190;7677;4
988;7839;6
1417;5420;4
909;5948;3
2361;5038;3
1691;6026;3
2559;7927;2
1916;3188;4
1595;4462;1
1712;3028;4
1495;6111;2
2238;1634;3
1630;4258;3
612;3561;6
2730;8448;2
1731;5559;1
2264;4005;1
1103;2163;5
2248;2174;1
2874;2707;6
225;6720;7
1899;6183;1
1136;8763;2
1348;6587;3
254;1437;5
1765;4195;2
331;8136;1
819;6030;5
1611;8781;1
1572;3711;7
1518;4738;7
1627;8152;4
2154;2230;1
503;6080;2
947;2733;7
2773;1490;5
1884;1452;4
2524;1129;2
1561;1571;5
2109;2226;1
2385;3637;7
627;5511;5
388;4056;4
741;3562;2
1560;6841;6
1620;2174;1
1770;6767;1
2467;3014;7
509;6713;1
1860;8866;5
1358;8484;5
144;1593;3
1018;1714;5
1505;1637;6
2359;6143;5
618;5409;6
771;5416;4
2660;1204;6
2849;2582;5
2922;7276;4
1972;1988;2
2342;6057;1
527;8922;7
232;7908;6
634;2571;7
607;2076;1
1375;2954;6
1420;3826;6
2577;4336;6
763;7514;5
1728;5314;2
2026;1971;5
479;8887;2
2948;1935;6
1896;4230;7
1823;6575;4
2821;2990;4
2980;3978;4
602;7903;1
1776;2473;2
2710;5003;6
2080;5797;2
2925;3990;6
1118;3762;3
1034;6838;2
898;2778;4
581;6042;4
739;3255;7
420;8811;6
2235;2756;4
2954;2683;6
584;5913;1
1425;2783;2
2076;6580;6
2502;3278;2
1785;8640;2
1981;6674;7
1837;5986;7
2211;5431;7
1910;2197;6
1102;7215;3
2515;7244;4
572;1309;6
1097;8167;1
1946;1021;5
2549;7009;7
2443;5899;7
694;3485;7
963;3045;7
2951;6514;2
2521;5214;4
891;7929;1
1309;7981;1
805;8431;3
1120;3906;2
2412;2304;3
427;8712;2
654;1890;6
321;3289;2
1856;8856;4
222;2450;7
854;1920;3
2107;8095;5
1477;4438;6
1579;6441;4
1913;1121;6
1231;1645;2
1602;1709;1
1038;4130;2
1113;3678;3
2294;6331;6
2035;4033;7
1213;1082;4
2740;2173;5
405;1380;2
688;3840;3
2498;2831;4
2899;1867;6
2006;3103;3
1210;1362;4
512;4072;6
