Employee_ID;Salary;Department
4305;5153;6
4868;5065;6
8901;7868;2
4630;5036;4
1335;5605;3
4721;8562;5
700;6912;7
8449;3250;3
5060;3474;6
7978;3543;6
4373;8007;1
4066;3069;1
1392;2650;1
3114;7470;2
6522;3349;4
5244;2520;3
6631;7833;1
7261;7687;7
6330;8843;3
5378;2004;2
1765;4195;2
717;6642;6
6753;7582;3
153;2420;5
6682;3608;6
3124;8955;6
799;7162;6
7416;6938;2
4522;8764;6
5661;7805;7
5641;7863;4
6716;5495;3
2309;4747;4
524;2097;4
2483;5683;3
2917;8501;4
8469;4065;4
1045;1513;5
4037;6466;2
8136;5509;5
7496;1341;3
1684;1564;2
5414;3590;1
8546;6009;4
6157;6190;1
8155;4759;7
5322;2727;3
4149;4134;6
1507;2641;6
3952;3220;5
6386;5020;5
8872;1583;4
1067;7610;1
4274;7874;2
939;7889;6
8844;4017;2
3033;6566;3
5673;3206;7
1964;5243;2
6932;2289;3
4271;7637;4
5413;2045;7
7929;5425;7
5000;6140;2
6863;1902;5
180;2435;1
5140;1720;5
7034;1321;3
7824;5803;6
3653;2917;3
5120;7004;3
1061;6307;1
4330;5515;2
6225;7826;7
886;7519;5
5759;4166;5
374;5823;3
2609;3315;6
2821;2990;4
6042;2239;5
3371;4479;7
645;8772;1
4891;2291;4
2083;2854;4
1166;3668;1
5252;1348;5
8942;7876;2
4349;2103;1
8196;6336;1
3429;2122;6
513;3074;5
537;5802;2
1173;5961;4
170;3229;2
3795;8473;1
3913;8684;1
3996;2398;6
684;1705;6
6335;8365;4
2898;8382;2
3890;1347;6
2723;2695;4
4335;3679;1
5566;4651;5
3947;1958;3
1441;3795;3
18;1516;1
4024;6875;6
3677;7946;2
4021;6262;4
8327;6047;1
8161;2056;4
1868;3885;2
2637;7154;7
7135;6416;4
7759;5597;2
3368;1648;1
6728;2255;2
4650;3815;2
2886;7111;1
790;2600;5
4467;1501;5
8359;6620;2
1841;4052;3
4414;2232;2
7301;3031;7
6745;7626;5
7188;1379;1
779;6128;1
4494;2143;3
7260;3484;5
8619;8080;7
7668;7926;7
2017;4480;5
2286;5636;2
5983;5061;1
8423;8787;3
4510;8039;7
3219;1013;7
2153;3688;3
690;7446;4
7333;1028;6
8678;5377;3
8679;1063;5
3668;7870;7
1057;7422;1
319;2035;1
5724;4537;7
5152;1521;2
8326;7676;4
6038;7226;4
2733;5739;4
5135;2891;5
825;5592;2
3814;2752;6
7569;8136;1
8917;8141;1
1658;8404;5
3778;4078;4
539;7827;2
5529;4072;7
659;6705;4
5426;2533;3
1156;6513;5
6390;2423;1
3266;4591;1
5114;3466;3
4450;7579;2
8321;5217;5
1919;5195;4
1625;3594;7
7548;1659;7
677;7167;5
3585;1096;1
491;7321;6
3038;7580;1
4542;8838;7
155;8795;5
5756;8984;1
1158;4805;4
1965;6898;2
3948;1354;1
1984;5126;4
496;1019;6
5938;1751;7
6571;7094;3
5832;7906;6
167;6572;3
671;2158;3
8382;8612;1
6811;3385;6
4530;3612;1
5093;4554;3
3626;5330;5
2304;3860;1
1424;5960;3
4122;7533;6
1263;4437;5
8941;5937;1
8623;6536;2
964;1100;7
5176;8784;2
4621;5712;4
1745;7267;3
27;3057;7
817;6151;7
5995;5344;3
6439;3744;1
8922;5068;5
4789;5480;6
6809;8781;5
5903;1681;7
6907;8067;2
148;1715;6
3166;2238;3
5569;6686;6
3940;3204;6
2088;8756;4
3308;7205;6
3186;7550;4
1842;3845;2
2681;8292;4
4654;1445;3
5503;3672;6
6876;6125;4
4003;8383;7
4722;5400;5
8100;5222;2
5274;3607;2
3964;7295;6
4339;1310;7
3807;8905;6
2220;2370;4
5197;3281;7
946;7920;7
1150;8223;6
7171;8521;3
6174;2362;3
1665;2057;2
416;7520;2
2794;6646;3
4076;5032;4
546;3066;6
1435;3598;3
8133;6055;1
8611;6136;7
6210;5167;7
4963;7746;3
4601;2396;3
4952;5663;6
2888;7797;5
2625;7233;3
1270;8494;4
8783;1216;5
2889;2298;3
1137;4105;4
5319;7812;7
2701;2449;5
2151;6096;3
1018;1714;5
1024;5813;6
3360;7424;2
5899;8282;1
3515;1133;7
3099;4967;6
4986;2274;6
4312;3046;1
1931;2875;1
4212;6175;1
3257;3313;4
7336;6373;1
8441;8377;2
4214;6380;3
8477;8214;6
7480;3825;1
7042;4897;5
7786;8923;2
4343;5914;3
7220;4725;3
7724;4966;1
6697;6230;3
1920;2592;3
432;4398;6
2929;2521;4
5386;8690;3
1272;3633;1
7363;8019;4
8544;3521;2
835;7602;1
5623;8411;2
8230;5508;5
1749;3075;3
8006;2239;5
1089;2619;7
5766;6443;6
3338;7476;2
2592;6872;5
6081;8065;7
6007;3807;3
3374;2511;4
3934;5671;4
5499;1866;3
4480;4758;7
4904;4995;5
4980;6165;6
2264;4005;1
1043;7073;3
4779;6000;6
2395;4597;2
3917;1512;3
4204;4647;7
7061;4358;7
7344;3801;1
1197;3170;5
6991;6914;7
8215;2154;1
675;2289;1
641;4744;7
376;4201;1
3646;7402;7
3630;3924;6
1603;5703;3
7118;8869;1
1637;8494;3
4928;5526;5
7393;3872;6
1321;7384;5
6733;6317;3
864;8767;2
7495;4899;3
7391;6044;2
5754;6091;7
2393;3989;5
5106;6148;7
4017;8572;7
4100;1286;7
5155;8269;2
3343;3004;7
1118;3762;3
8518;8611;7
5871;8007;3
7268;3511;3
6069;8306;5
3662;8752;4
8644;6738;5
115;1628;5
1790;2226;3
7543;2170;3
5509;8346;4
6699;2459;5
2348;8946;3
1028;3993;4
7661;2011;5
7346;6705;2
907;8511;5
8572;3125;5
2844;8297;5
6980;8660;3
8000;3513;3
1457;4245;1
7157;5920;1
4753;7648;3
