Employee_ID;Salary;Department
1873;8251;3
182;1410;5
1464;5174;6
328;1028;1
1752;6763;2
1450;3049;6
684;1705;6
108;5071;4
908;4825;1
906;5389;4
155;8795;5
936;6547;1
621;7131;6
1522;8162;6
1020;7017;5
604;2747;3
748;2742;3
1168;1443;2
716;7461;2
474;2343;4
1018;1714;5
145;4821;7
503;6080;2
1066;4989;2
1827;4789;4
1131;6464;2
1355;4393;5
1799;6954;6
1802;1245;2
394;6126;1
486;8078;6
1957;2521;4
1079;8272;5
187;3874;5
1978;6744;2
833;2376;4
1920;2592;3
1830;5957;3
1645;5604;3
760;3320;3
1969;7131;6
1490;6485;7
134;6209;4
1664;6603;2
730;1435;6
1657;2285;5
417;8747;5
1130;6082;5
1653;6251;4
542;3012;3
923;7536;2
925;3552;3
1866;7594;5
1136;8763;2
1085;6578;1
821;4290;5
1220;7454;6
1488;8201;4
1453;6509;4
253;8948;7
406;7905;1
1962;5183;7
887;3907;2
1052;7317;2
1562;6159;6
1586;4025;1
89;6687;3
1726;3099;2
1420;3826;6
1017;3871;2
452;3115;4
595;8485;1
1083;5903;7
1445;8933;3
1299;2198;6
335;1402;5
870;6070;5
550;1560;4
2;8737;7
443;6729;4
603;3451;5
201;8318;3
1871;8519;3
791;3692;5
568;5679;4
380;6248;1
970;1928;5
1998;2991;4
381;5353;1
385;7613;7
64;8664;3
580;4342;7
1941;5349;3
1886;1162;4
1795;6476;4
611;5160;1
1402;2859;3
1634;3825;1
687;5086;2
1777;1374;2
235;6382;5
1231;1645;2
1140;2105;1
1016;4552;4
1145;2860;1
1643;8078;1
1065;2736;1
41;7629;4
1232;5258;6
1756;8108;4
1021;8427;2
1175;7012;6
165;3257;3
1520;4097;3
1278;2100;5
739;3255;7
1143;7095;4
1151;5419;4
1770;6767;1
460;4536;6
1405;4971;6
1614;7394;3
315;3290;6
151;4175;6
1842;3845;2
999;5522;7
871;1819;4
1466;1086;1
1918;5571;5
994;1162;2
346;5832;4
1207;5744;5
924;6933;7
1229;6006;4
1894;8032;5
896;2312;2
628;6030;3
1880;8450;3
1222;6456;3
1825;6715;6
1313;3324;2
1280;2925;1
1655;3221;4
1013;5583;6
1999;1053;1
1191;4808;6
1594;6774;7
1031;1604;2
694;3485;7
1858;1301;2
1201;4480;1
1292;8055;1
298;3112;5
607;2076;1
1512;7644;4
1271;3926;7
1769;4497;2
1976;1139;4
48;3530;4
190;7677;4
583;2129;3
1446;2309;4
1605;3764;7
1757;3312;1
1277;1351;3
529;7147;4
1751;1856;6
31;2317;5
514;1471;5
447;5138;5
1783;5481;1
225;6720;7
985;8545;1
1788;2537;1
809;2776;6
365;6315;7
1813;8202;5
933;2435;3
6;5088;7
745;8361;5
698;8552;1
52;3933;1
1071;6286;5
977;7703;6
242;2538;4
1049;6199;7
812;1756;3
984;1561;7
634;2571;7
1615;8112;4
1123;2799;7
1684;1564;2
25;7693;7
806;6299;6
1857;3081;1
1301;2733;1
1898;6835;2
1060;2066;3
1325;7886;5
1992;8166;2
158;7607;2
1439;3898;4
650;5663;7
1836;4993;4
1988;1424;2
939;7889;6
325;5109;5
1782;8166;2
316;8622;1
1388;5934;7
296;2167;5
1821;7524;2
1849;3255;7
1982;1167;5
71;5914;3
1513;8934;1
1273;3713;3
570;2675;4
1583;5940;1
1196;7715;5
537;5802;2
1437;7818;6
1890;7509;3
1523;3449;4
175;7416;3
1789;4029;1
876;4363;5
375;3714;6
92;6161;6
270;6594;4
12;1138;3
1527;2374;3
1056;3019;3
1680;8050;1
181;1940;2
1959;8461;7
596;1573;2
215;1130;5
987;5764;1
1902;2042;4
651;8725;5
276;4389;1
1851;5494;7
1677;4481;2
552;7476;2
632;4203;1
512;4072;6
340;1928;2
1192;1447;5
1233;1210;6
1906;8362;1
1710;3839;6
1701;5133;4
1922;1237;7
259;7859;2
1995;4249;5
629;5906;3
162;4457;5
449;8672;5
848;5178;4
348;7824;6
1347;2736;4
330;1498;2
1963;7636;2
733;7275;6
636;7174;3
1806;7364;7
1014;1198;3
1371;8540;3
1485;5484;6
492;1059;7
1249;3960;7
1154;8999;7
899;1128;6
1600;6440;7
1304;1053;2
1176;8742;7
559;6730;1
1159;8951;6
850;8904;2
13;1717;6
1796;5959;3
78;2984;5
1798;5948;3
968;8683;6
1357;6860;4
1803;7879;4
1574;8420;1
164;5296;4
1930;5915;3
138;8223;1
926;7637;3
327;7811;4
1587;5432;3
522;3965;2
1707;1239;4
1279;3774;3
1379;1603;3
459;1504;1
231;3768;3
594;5738;5
401;8455;4
783;6542;1
384;6637;7
1184;2479;2
840;2897;4
657;3655;4
927;2135;7
1023;4733;5
1395;4568;7
544;2891;3
1467;3644;2
14;8391;5
553;1905;7
1341;4468;7
1180;2237;5
1385;1339;7
360;1777;6
661;7213;2
1612;2177;2
1498;8341;3
1636;2767;4
1966;8386;1
555;3197;3
838;3298;7
123;5225;6
1062;7951;4
1743;6337;2
885;3926;2
455;4190;3
689;5145;5
160;7278;1
511;5775;3
496;1019;6
1545;1727;5
1792;4244;7
1968;3627;3
776;7055;1
1814;7557;6
1729;6827;2
746;1279;1
1706;6201;2
1266;7112;4
1986;5401;3
549;8622;4
1621;1669;3
349;1103;3
1070;4334;1
377;6003;3
1337;6785;3
699;6809;7
1469;6420;4
1080;1711;4
582;7338;5
767;4431;1
620;6537;6
1400;8554;4
1603;5703;3
1762;1737;6
209;7274;3
161;5005;4
1391;1115;7
834;7376;4
872;6505;5
1838;4306;4
1724;4682;7
1597;7436;1
1144;4593;3
1342;8998;5
142;5573;6
1931;2875;1
692;5478;7
951;7623;3
1980;8028;1
1480;4142;2
860;2152;1
562;8351;6
504;2062;7
1195;4625;4
1564;7306;3
1414;8607;6
1448;6447;3
1105;4558;7
441;7270;5
339;2105;3
1889;1819;2
534;7824;4
1104;7490;4
273;3520;1
1087;2078;2
106;4428;7
1363;1899;4
664;4315;1
857;2397;2
1003;2444;4
1008;4483;2
186;7776;5
1569;1812;7
1270;8494;4
438;3861;1
1947;5272;3
1599;4663;4
1489;2391;2
494;7154;2
1547;1400;3
788;8924;5
1794;2001;6
1875;8367;7
1171;6007;3
368;5930;2
487;3673;1
573;7269;1
1741;1635;6
1532;8660;5
370;4237;6
1714;8155;4
1997;3082;2
1055;4838;6
1695;1357;3
1072;8388;6
911;7295;7
1210;1362;4
398;6739;1
251;5441;5
80;5095;3
196;8507;6
726;6395;5
126;4574;7
1521;1376;7
598;7279;5
1670;8002;2
429;1388;6
439;1201;6
482;8124;6
1533;5441;2
81;8312;6
177;3154;3
817;6151;7
483;7013;3
326;7295;4
1364;2079;1
508;5202;7
1708;3824;6
713;1694;3
113;1079;6
193;6145;4
1332;5434;3
16;7587;3
1255;3777;3
1580;5378;2
627;5511;5
1354;4776;6
51;4175;2
593;8848;1
1732;3631;5
332;8111;6
574;4636;6
510;8902;3
1943;8417;3
996;7614;3
789;8300;5
614;5409;1
22;6349;7
1768;5343;2
1401;2724;1
1458;6520;7
1470;4961;6
958;2795;3
1373;4642;2
1390;1184;4
27;3057;7
1022;8987;6
1665;2057;2
828;3469;6
1589;7311;4
260;3276;7
1904;3299;7
372;6934;3
1958;3078;3
1410;3716;3
1786;7552;2
717;6642;6
1441;3795;3
688;3840;3
1582;4952;2
1508;6934;3
1725;1717;6
1399;1491;5
1374;8872;4
1167;6213;4
856;7888;1
432;4398;6
1607;4722;6
5;6945;3
418;5611;2
1019;7965;6
1903;6844;2
890;3714;7
1377;1348;2
727;8840;4
877;1102;5
1051;2535;3
1451;5010;5
351;2916;3
948;1948;3
720;4604;7
77;3043;3
731;1671;4
935;1849;7
1036;6271;6
956;2534;1
1705;8589;5
1223;6777;7
590;2257;4
86;7854;6
437;7769;1
967;3601;4
120;8856;6
1507;2641;6
1312;4051;6
869;7982;4
1139;1696;1
1269;1274;3
690;7446;4
1919;5195;4
771;5416;4
1288;7757;4
1462;6746;4
880;1724;2
256;4598;1
1926;6859;7
1628;2382;1
300;3760;5
227;5222;7
156;7579;4
464;1676;4
1869;8981;2
1387;7981;6
972;1358;7
1784;3648;5
411;7841;5
282;1847;5
1230;7384;4
910;8364;4
245;8439;6
1479;7550;3
1536;3755;7
73;6755;6
708;1692;2
1035;2325;1
752;1142;1
20;1132;5
457;2799;2
1369;2274;5
1915;6223;3
536;3530;4
363;7259;4
1540;4369;3
1422;2666;2
1053;1779;4
1955;5417;2
1737;1261;7
1550;2049;5
350;5050;4
454;4135;1
1977;4557;2
497;5167;2
1296;2119;2
1286;2489;1
1500;8875;7
847;6818;4
905;5341;5
345;3485;3
600;3283;5
1248;7890;2
18;1516;1
1362;5892;3
310;8184;4
413;1663;3
1633;6697;1
1646;6268;1
1073;6603;7
114;4813;2
1135;5346;6
1573;3861;2
1160;2873;5
673;3564;1
813;4915;1
481;8370;3
1127;5252;5
1254;6123;1
1952;4939;1
1753;4206;7
1844;6334;3
991;6744;7
922;7945;6
1767;5044;4
84;1445;4
1953;6887;2
1138;8524;7
1685;1997;6
204;7277;3
1742;3862;3
477;3054;5
1738;1508;1
199;7288;4
1438;4946;1
920;1370;3
320;5067;5
1571;7403;5
1502;6699;5
572;1309;6
615;5348;5
140;2317;4
1170;4058;3
1037;6139;3
1091;5814;5
732;3150;3
1811;6830;6
180;2435;1
323;1948;3
1209;4862;5
395;3784;7
379;2603;6
1694;5797;5
532;5711;6
1820;5465;5
1001;8853;6
115;1628;5
940;5066;5
444;4751;5
210;2165;3
1804;4470;7
1226;1479;5
116;2839;5
1432;5632;5
1309;7981;1
150;1824;7
226;2389;7
937;2611;2
843;3119;1
67;6115;4
1704;5993;7
719;5722;5
1759;6227;4
294;2031;5
9;3402;6
515;8339;1
102;5490;6
640;1145;5
882;6907;4
1553;2389;5
292;6926;2
1656;1534;6
1189;5878;6
1358;8484;5
960;4022;7
224;8069;5
1291;6348;5
750;4364;5
1106;2627;3
1487;1235;2
1832;2727;4
499;7504;5
602;7903;1
944;3051;7
1557;6557;1
1057;7422;1
135;8119;5
42;4062;7
665;6768;6
66;3698;2
1874;2627;4
957;1309;1
216;6888;6
1948;3323;1
953;5182;5
1267;2645;4
631;5487;5
894;8750;6
1773;5144;3
390;5930;1
1568;3853;5
1416;6008;1
1321;7384;5
1203;5029;5
1190;1511;6
938;7451;6
830;7185;1
85;2125;6
281;6452;4
682;8364;4
74;4830;1
565;8102;6
319;2035;1
1984;5126;4
1173;5961;4
1128;8154;7
1320;7874;3
1250;3224;7
1667;7823;7
778;7158;4
1426;1075;4
1837;5986;7
784;3635;7
403;3370;3
724;8772;2
221;6013;2
663;3857;6
261;5480;6
137;4638;6
353;7775;5
1293;5718;4
624;2741;1
70;1155;6
671;2158;3
1733;4315;4
1718;4477;2
1076;1065;2
950;5828;5
527;8922;7
222;2450;7
1421;8826;5
1274;5031;7
194;3959;1
1831;3850;4
1098;7282;5
815;6129;7
1245;8127;7
992;6675;7
1217;4593;6
941;1486;3
1627;8152;4
1506;6154;1
660;7445;2
903;4823;6
998;7338;7
62;3346;1
969;5813;3
1619;5444;5
1183;4692;2
1736;6770;5
1839;3218;1
818;4963;3
23;7363;4
1117;8566;5
1111;6298;7
705;7621;3
1381;7530;4
1346;5852;2
1728;5314;2
777;7755;4
1483;3788;5
1478;7703;1
104;2862;3
1407;8612;6
1859;8627;1
675;2289;1
1265;5435;6
1224;2143;2
825;5592;2
1659;5063;4
702;6861;1
416;7520;2
118;3187;1
758;7843;6
1174;5034;3
579;7267;5
1004;7745;4
19;6451;2
1687;7895;1
1651;1881;3
109;4900;3
96;4255;2
1611;8781;1
747;3587;4
1172;5224;7
827;5523;3
761;5497;6
1897;3402;5
962;2001;5
1990;4565;3
170;3229;2
183;7812;7
722;5503;4
1134;4290;5
516;5964;3
1264;4864;7
770;5215;2
502;1379;3
681;7244;2
526;7807;1
1496;8294;6
1797;6218;2
117;4705;4
1552;2389;2
679;1566;3
195;8038;3
1901;5077;3
995;5119;4
1179;3691;4
641;4744;7
1828;1427;7
931;2948;4
376;4201;1
1745;7267;3
895;4406;4
1260;3867;6
1608;3309;5
83;3648;6
271;7714;1
1404;3731;6
467;5990;3
862;5807;5
1336;8033;3
637;6563;1
1107;9000;5
900;5803;5
17;6630;3
1041;8401;1
1243;1093;1
1034;6838;2
1329;5911;2
1465;1423;1
143;7251;7
1932;7812;4
1263;4437;5
928;7362;3
136;7668;2
1754;3165;2
468;2309;5
153;2420;5
1297;7478;7
658;6569;3
192;1137;4
1887;1926;7
712;1056;5
878;6935;4
1868;3885;2
1791;7175;5
1471;3599;7
141;5927;7
291;4777;3
1238;8538;1
1923;1514;1
414;4957;1
1100;3998;3
420;8811;6
873;8357;2
1690;2874;2
1515;1778;1
267;7116;4
249;3998;3
921;5673;7
1058;2947;7
