Employee_ID;Salary;Department
2669;4750;5
2526;2804;6
2887;8873;4
1601;5214;1
1087;2078;2
1022;8987;6
493;3034;1
2544;1137;3
2828;8261;2
51;4175;2
248;5353;4
1001;8853;6
1161;4990;2
3598;5310;4
908;4825;1
950;5828;5
500;8739;2
273;3520;1
577;3275;5
2821;2990;4
2337;2767;3
3920;2682;6
2516;4488;2
39;1456;5
2885;1173;7
1431;7075;2
217;6899;1
1911;8793;6
1434;8842;6
371;1981;2
3434;7848;2
400;1851;7
3358;3911;6
2467;3014;7
2207;4492;4
1852;2881;3
2242;3719;7
1307;7854;7
3300;1854;4
1203;5029;5
955;2224;1
1943;8417;3
3463;7754;1
107;4277;7
3187;7311;4
1892;3051;7
3322;8884;6
3638;6780;3
3066;1211;1
774;5229;7
1413;2071;4
451;1681;2
3929;2636;6
283;1793;2
1075;3584;3
3249;7127;7
1873;8251;3
1107;9000;5
2425;7413;4
14;8391;5
2237;1035;7
1340;8632;1
477;3054;5
1260;3867;6
1518;4738;7
596;1573;2
1975;7312;1
480;1617;6
2463;7400;1
2235;2756;4
3246;6079;2
999;5522;7
1449;7879;5
3366;3489;2
3465;3534;2
1659;5063;4
2916;7124;1
1295;4600;6
357;8626;5
3627;8949;6
1609;4500;2
233;1211;6
2448;6372;4
737;3608;3
2138;1599;7
1063;4840;7
1758;8959;5
1522;8162;6
2633;4525;5
2306;8268;3
1898;6835;2
3238;4141;2
2729;2302;6
119;3343;5
1976;1139;4
264;1872;1
3493;2323;1
1564;7306;3
1312;4051;6
976;2758;7
3537;4421;1
687;5086;2
2854;7192;7
286;8887;3
2118;5183;3
3250;3564;2
714;7497;1
1079;8272;5
551;2565;6
2010;6900;5
1200;7682;6
142;5573;6
785;3130;2
654;1890;6
3454;1083;4
2640;4249;6
1573;3861;2
1631;6786;7
206;4590;4
2556;7771;3
397;8792;1
1816;4897;7
3609;5567;2
1453;6509;4
472;2194;3
2258;5080;2
2637;7154;7
944;3051;7
3753;4583;3
743;6063;2
2003;8850;6
3182;3260;6
114;4813;2
1652;4851;3
2931;3128;2
2836;4715;3
3782;5066;6
384;6637;7
558;6032;1
3649;6662;4
2097;4444;6
2870;3166;1
1632;3520;4
2922;7276;4
1850;1171;4
2582;5987;5
1091;5814;5
1966;8386;1
3105;6894;3
2949;8089;7
1237;1123;4
1191;4808;6
3488;3480;5
1682;6947;6
1594;6774;7
2585;2148;5
2702;8693;7
2472;2939;6
941;1486;3
2313;5621;4
3129;1417;4
3499;2020;6
1012;1968;5
1828;1427;7
3405;7971;4
3446;4836;7
2954;2683;6
539;7827;2
1829;3822;3
1202;6960;6
3153;7483;1
2799;2329;1
579;7267;5
3372;5050;6
3267;8710;7
2764;3066;5
3915;6979;4
2951;6514;2
3684;6916;6
2122;1877;3
3125;6911;2
2389;6892;2
2396;4677;7
1304;1053;2
830;7185;1
3729;3064;6
3261;3564;7
3941;4926;3
568;5679;4
3352;2697;3
3240;7936;3
3149;8573;2
1306;2923;7
1235;6894;7
562;8351;6
329;5430;4
1070;4334;1
3799;7112;4
2031;5463;2
3026;1592;4
3462;7783;6
2147;6795;7
3276;3528;4
914;2534;4
1321;7384;5
3351;5573;4
3487;4550;1
1310;1487;6
921;5673;7
2698;2859;6
1804;4470;7
2555;1378;2
599;2979;1
2249;5155;3
3484;5052;7
3310;2509;3
2417;1485;3
2081;2499;5
2998;3291;4
1733;4315;4
29;6804;4
1155;2612;6
1378;6087;4
1408;2746;1
1383;2679;1
3605;1625;3
177;3154;3
2483;5683;3
719;5722;5
2714;7947;2
3398;5923;1
1365;6798;5
3643;2399;6
2786;1648;2
53;6168;5
3282;2178;3
3526;4353;4
2286;5636;2
1430;6885;7
2612;3336;7
2229;5273;3
1429;7597;2
1491;7417;5
2330;8296;2
2618;8516;6
1691;6026;3
1819;8798;1
2838;5795;4
1423;3787;6
2016;6596;5
1332;5434;3
3843;5319;1
574;4636;6
2829;2355;1
2619;7604;3
268;3608;2
310;8184;4
3237;6093;2
3400;1229;4
1849;3255;7
1932;7812;4
666;4482;6
1029;3320;5
598;7279;5
414;4957;1
347;2198;4
2078;7104;1
184;2968;5
1514;5627;1
2438;8286;5
219;1314;3
93;2808;7
594;5738;5
1110;6642;3
1506;6154;1
630;1057;4
3790;2452;1
1006;1442;4
3690;3414;3
3021;7215;5
140;2317;4
2371;5095;7
2941;3146;6
3592;6242;3
3386;2694;3
804;6573;7
