Employee_ID;Salary;Department
3490;6546;1
869;7982;4
2160;6774;7
6145;8327;7
2978;1970;4
4457;3915;3
698;8552;1
3960;8422;2
2944;5629;6
2880;7319;4
2253;3150;3
2179;8142;3
5901;3963;6
6488;3970;3
2903;4444;7
341;7668;7
6352;3656;7
5995;5344;3
5302;2504;2
6507;4691;1
4599;5211;7
4851;7841;3
3142;5806;7
7272;7052;5
3838;6921;3
2652;8518;4
3646;7402;7
5880;5487;1
2564;5361;4
7582;1395;2
7156;8765;6
1725;1717;6
7026;5874;1
836;4036;7
7114;7263;4
4115;6200;5
6964;6866;6
261;5480;6
3529;8882;4
3926;7091;1
3114;7470;2
4013;8347;6
4752;8209;7
4927;8463;1
1013;5583;6
3939;3949;6
7139;6661;4
6965;6669;3
1868;3885;2
188;3898;7
6245;8543;5
3401;8499;3
6745;7626;5
7531;2199;1
6194;1673;1
2682;2916;2
5809;8347;2
6775;8890;1
1189;5878;6
1091;5814;5
6483;3963;3
3186;7550;4
1540;4369;3
1040;7919;4
6661;6813;2
6902;1753;2
7833;3338;4
1467;3644;2
4089;6370;4
1629;3172;6
3289;8244;7
4802;5720;2
6538;4480;6
1885;4096;3
3555;4796;5
5965;2838;5
372;6934;3
3255;6838;7
6780;5958;2
5467;7943;2
5862;3802;5
4099;6673;6
6801;2081;2
4174;2610;1
5520;4358;1
5412;5189;6
2576;6516;5
3782;5066;6
2260;8759;4
2671;2646;5
1543;3363;5
254;1437;5
4932;1580;3
6883;7743;1
3533;2883;1
6421;5108;5
7368;2620;7
2358;7857;4
5003;8107;7
7942;1786;1
2724;3381;6
5579;7444;4
757;1847;4
5112;8290;7
4385;4937;4
588;6315;2
1554;1609;3
3493;2323;1
1404;3731;6
2505;1395;3
675;2289;1
2680;1455;4
6122;5118;4
1591;1008;1
5122;6849;3
5483;2237;7
5594;3989;1
1704;5993;7
853;1036;7
3586;5069;1
4709;3698;2
3661;7715;3
412;7561;7
5834;5766;6
7786;8923;2
971;6542;6
1409;1954;7
6952;2257;5
5452;4435;3
1661;3698;7
3038;7580;1
6729;5444;6
1210;1362;4
6366;6409;1
4878;8652;1
169;5060;3
4332;8533;5
5272;3614;5
7758;1153;1
5649;8245;6
7759;5597;2
2656;3857;1
7826;6821;6
613;2354;1
535;3340;3
3062;8488;4
1694;5797;5
6977;8027;5
7492;2712;5
4065;5691;6
2994;3252;3
5201;4636;1
886;7519;5
1561;1571;5
7066;1238;3
4982;6899;3
3253;4876;1
5258;4501;5
918;6075;2
2294;6331;6
2660;1204;6
1657;2285;5
7709;7767;1
3184;6958;2
5378;2004;2
1719;8762;5
5581;6310;1
7072;6213;2
5052;6745;4
2511;3068;1
3206;8138;1
1596;7261;3
2725;4995;6
4601;2396;3
5617;2047;6
7202;2138;6
7784;8449;4
5540;4229;1
906;5389;4
141;5927;7
5580;3320;5
7746;7450;5
6070;1582;2
1005;6811;5
6381;2759;6
7297;8891;7
7846;3500;1
4501;8570;4
1781;2096;3
4607;7278;4
660;7445;2
4896;4051;5
2386;4480;1
4797;5079;7
539;7827;2
3335;7809;7
492;1059;7
522;3965;2
6872;4958;6
7974;3288;6
3569;8320;7
2811;4365;2
6285;1771;1
7415;3262;6
5731;5097;1
83;3648;6
6420;6352;3
7523;1417;5
238;4699;2
5134;7028;7
1790;2226;3
6519;6491;4
6388;8646;6
4468;7348;2
5073;4438;7
4653;5645;3
6403;5873;3
5189;7303;7
7420;5725;7
5716;8695;5
3009;3296;6
5496;3888;5
4247;2835;3
5786;7339;7
4179;3632;1
7257;6371;2
1469;6420;4
3363;1337;1
2907;3387;7
7125;7262;2
3813;2904;2
4949;4149;4
6401;2045;6
3014;8337;1
6073;2059;5
5278;5295;2
5431;3093;7
3535;8170;7
6422;7525;4
702;6861;1
2677;2013;3
148;1715;6
5457;8322;3
5754;6091;7
4343;5914;3
3391;2815;1
7588;3719;2
6211;6378;1
7006;2066;5
5385;8969;1
1827;4789;4
1969;7131;6
2572;6031;6
7700;7661;1
4591;8862;3
4674;6707;4
2620;6285;4
2034;3123;7
5347;6942;6
6207;3885;5
4606;6295;4
6803;8097;5
3798;8508;6
7;4587;1
351;2916;3
6095;8971;1
5493;3943;4
4449;6235;7
7806;1167;1
396;7434;7
6169;1219;5
2151;6096;3
5154;2536;6
2859;1034;1
560;7299;4
4660;3431;7
4397;5676;1
7818;6365;5
3812;7542;3
2209;3850;7
3080;7962;5
4185;8067;1
2402;3229;4
3190;5686;2
3815;3429;3
6015;2549;5
5869;4257;5
2926;5176;5
2248;2174;1
7111;7813;3
4135;6261;5
6387;5433;6
3224;4369;3
5826;8679;1
2997;6403;6
3168;2654;1
7769;8531;6
4874;6490;4
1757;3312;1
1032;4824;1
7929;5425;7
881;5298;4
7569;8136;1
770;5215;2
7875;7290;7
4105;3997;3
3604;4543;4
2954;2683;6
4614;5827;6
5521;3803;3
7063;4014;1
6534;1814;1
3677;7946;2
7524;2565;5
5783;1024;4
4428;6341;4
6027;5089;6
1258;6293;5
3018;3896;5
5002;7262;5
3226;3034;4
3866;7319;2
5446;2484;1
4117;3714;7
4274;7874;2
1085;6578;1
1373;4642;2
5470;6742;4
5693;5620;3
4138;1749;7
5591;4062;6
1193;2318;5
5552;4008;6
5115;1949;6
6701;2129;5
347;2198;4
2898;8382;2
348;7824;6
681;7244;2
6566;4614;6
2909;3372;7
164;5296;4
38;4394;7
2007;2851;4
4355;3780;2
2617;3008;7
1173;5961;4
1482;5988;3
6614;5487;5
3122;4280;5
5728;6435;2
5585;3281;4
6023;6373;1
7689;7582;7
4162;7693;1
5934;5793;2
6753;7582;3
4120;6305;1
2643;6722;1
5408;1813;5
4370;7526;4
3921;8796;3
2152;5899;2
3046;7683;3
2794;6646;3
984;1561;7
5381;4744;6
1583;5940;1
4196;4982;1
5883;4392;5
5114;3466;3
42;4062;7
7637;3658;7
4913;2753;6
7417;4430;2
3641;6382;1
754;2864;6
4130;8812;4
1806;7364;7
4427;2040;2
3777;7242;3
6165;1697;7
1830;5957;3
4467;1501;5
2246;7771;2
1489;2391;2
202;7481;3
2517;7247;4
894;8750;6
256;4598;1
605;3768;3
1560;6841;6
1289;5110;7
5326;2656;3
7593;3288;2
6082;3785;6
1917;2172;2
2322;7652;2
2427;5121;4
5414;3590;1
2283;2574;3
3477;2872;7
5817;2726;2
1766;5970;7
